recipe_title,servings,ingredients,cooking_methods,source_url
Israeli Couscous With Asparagus,6,"2 cups water | 1 3/4 cups asparagus, diagonally cut into 1 inch slices | 1 teaspoon olive oil | 1/2 cup onion, chopped | 2 garlic cloves, minced | 1 1/4 cups chicken broth, fat and salt-free | 1/2 teaspoon salt | 1 cup couscous, such as Israeli couscous | 1/2 teaspoon fresh ground black pepper | 1/4 cup red bell pepper, chopped | 2 tablespoons cashew nuts, chopped and lightly salted",boil,https://www.food.com/recipe/israeli-couscous-with-asparagus-428659
Israeli Couscous With Pecans,4,"3 tablespoons butter, divided | 1/2 cup pecans, chopped | 1/2 onion, chopped | 1 1/2 cups israeli couscous | 1/2 large cinnamon stick | 1 dried bay leaf | 1 3/4 cups chicken broth | 1/2 teaspoon salt | 1/4 cup fresh parsley, minced | 1/2 lemon, zest of | black pepper","boil, saute, simmer",https://www.food.com/recipe/israeli-couscous-with-pecans-406383
Israeli Couscous With Pine Nuts and Fresh Parsley,6,"3 tablespoons butter, divided | 1/2 cup pine nuts | 1/2 cup shallot, finely chopped | 1 1/2 cups israeli couscous | 1/2 large cinnamon stick | 1 bay leaf (fresh if you have it!) | 1 3/4 cups vegetable broth (or chicken broth) | 1/2 teaspoon salt | 1/4 cup fresh parsley, minced | 1/2 lemon, zest of | 1/4 cup raisins | fresh cracked black pepper, to taste","boil, saute, simmer",https://www.food.com/recipe/israeli-couscous-with-pine-nuts-and-fresh-parsley-422893
Israeli (Pearl) Couscous,4,"1 cup israeli couscous | 1 1/4 cups water | 1 tablespoon canola oil | 1 teaspoon curry powder | 1/2 teaspoon salt | 1/2 teaspoon pepper | 1/4 cup almonds, toasted (slices or slivers) | 1/4 cup dried cranberries | 1/4 cup red pepper, diced | 1/4 cup dried apricot, cut into quarters | basil (whichever you prefer) or cilantro leaf (whichever you prefer)","boil, saute, simmer, toast",https://www.food.com/recipe/israeli-pearl-couscous-454207
Israeli Simmered Vegetables over Spiced Couscous,6,"1 small cabbage, cut vertically into 6 wedges (do not remove core) | 4 large carrots (cut each into 3 chunks) | 2 medium zucchini, unpeeled (cut each in half crosswise, then in half lengthwise) | 2 medium onions, quartered vertically | 2 medium potatoes, unpeeled, cut into eighths | 1 (19 ounce) can chickpeas (garbanzo beans) | 5 cups vegetable broth | 1/2 teaspoon garlic powder | salt and pepper, to taste | 1 1/2 cups water | 1 cup couscous, uncooked | 1/4 teaspoon cinnamon | 1/4 teaspoon cumin","boil, simmer",https://www.food.com/recipe/israeli-simmered-vegetables-over-spiced-couscous-63687
Jben - Moroccan Fresh Cheese,4,1 liter milk | 1 liter buttermilk (Jben) | 1/4 teaspoon salt | 1/4 teaspoon dried thyme (or other herbs),"boil, toast",https://www.food.com/recipe/jben-moroccan-fresh-cheese-502807
Jeweled Cinnamon Couscous,4,"1 tablespoon butter | 1/2 red onion, chopped | 1 (8 ounce) package mushrooms, sliced | 1 (14 ounce) can vegetable broth | 1/4 cup water | 1 (15 ounce) can garbanzo beans | 1/2 cup dried cranberries | 1/2 cup golden raisin | 1/4 cup dry sherry | 1 teaspoon salt | 1/2 teaspoon ground cinnamon | 1/4 teaspoon black pepper | 1 (10 ounce) package couscous",boil,https://www.food.com/recipe/jeweled-cinnamon-couscous-469676
Jeweled Couscous,4,"3 cups vegetable stock | 12 ounces uncooked couscous | 1 lemon, grated rind only | 4 tablespoons extra virgin olive oil | 2 ounces toasted sliced almonds | 3 ounces dried apricots, chopped | 2 ounces sultanas or 2 ounces golden raisins | 3 tablespoons chopped fresh parsley | salt & freshly ground black pepper","boil, microwave",https://www.food.com/recipe/jeweled-couscous-39164
Jollof Rice,4,"4 pieces chicken (4 to 6) | 1/2 teaspoon salt | 1/4 teaspoon black pepper | 1/4 cup vegetable oil | 1 medium onion, peeled and finely chopped | 1/4 lb cubed salt pork or 1/4 lb ham | 2 beef bouillon cubes | 1/4 teaspoon ground red pepper | 1/2 teaspoon dried thyme or 1 sprig fresh thyme, crushed | 1/2 cup water | 1 (6 ounce) can tomato paste | 1/4 cup uncooked rice | 2 cups tomatoes (or any combination of vegetables) or 2 cups string beans (or any combination of vegetables)","fry, saute, simmer",https://www.food.com/recipe/jollof-rice-455553
Kahawa - Ethiopian Coffee,4,"2 cardamom pods, lightly bruised | 60 g ground coffee | 1 lt water","boil, simmer",https://www.food.com/recipe/kahawa-ethiopian-coffee-456986
Kalya E Khaas (Traditional South African Chicken Curry),4,"2 -3 lbs chicken pieces | 1 cup yogurt | 1 cup tomatoes, chopped | 1 cinnamon sticks or 1/2 teaspoon ground cinnamon | 3 cardamom pods, slightly crushed or 1 teaspoon ground cardamom | 2 -4 whole cloves | 3 whole black peppercorns | 1/2 teaspoon cumin seeds or 1/4 teaspoon ground cumin | 3 -4 whole green chilies | 1/2 teaspoon saffron (optional) | 1/4 teaspoon turmeric | 1 teaspoon cayenne pepper or 1 teaspoon paprika | 1 teaspoon fresh ginger, grated | 1 teaspoon garlic, grated | 1 teaspoon salt | 2 medium onions, finely sliced | 1 -4 tablespoon clarified butter (original is 1/4 cup) or 1 -4 tablespoon butter (original is 1/4 cup) | 1 -4 tablespoon canola oil (original is 1/4 cup) or 1 -4 tablespoon olive oil (original is 1/4 cup) | prune, added the last 15 minutes of cooking (optional) | 1 sprig fresh cilantro, to garnish | 1 sprig of fresh mint, to garnish","fry, marinate, simmer, stew",https://www.food.com/recipe/kalya-e-khaas-traditional-south-african-chicken-curry-306841
Kayaku Gohan (Rice With Vegetables),4,"1 1/2 cups short-grain rice | 1/2 cup ground chicken (all work well) or 1/2 cup diced chicken | 2 tablespoons corn oil (if you're using meat) or 2 tablespoons grapeseed oil (if you're using meat) | salt, to taste | pepper, to taste | 1/4 lb shiitake mushroom, stems removed and caps sliced | 1 small carrot, finely diced | 1/4 cup water chestnuts or 1/4 cup celery, chopped | 1/4 lb fried tofu (abruage) or 1/4 lb firm tofu, well pressed and cut into chunks | 3 tablespoons soy sauce | 3 tablespoons mirin or 3 tablespoons honey | 2 1/2 cups chicken stock or 2 1/2 cups water",boil,https://www.food.com/recipe/kayaku-gohan-rice-with-vegetables-305670
Kenkey,3,"2 pepper | 2 onions | 12 ounces , sardine | two tomatoes | 1 tablespoon salt | 2 tilapia fillets | sardine oil | 2 green peppers",blend,https://www.food.com/recipe/kenkey-528961
Kenyan Coconut Rice,6,2 cups rice | 4 cups thin coconut milk | 1 pinch salt | 2 tablespoons thick coconut milk,"boil, simmer",https://www.food.com/recipe/kenyan-coconut-rice-455178
Kenyan Greens Simmered With Tomatoes (Sukuma Wiki),1,"3 tablespoons oil | 1 onions, chopped or 1 minced onion | 2 lbs kale or 2 lbs collard greens, destemmed and finely chopped | 2 cups tomatoes, chopped | 1 cup water or 1 cup stock | salt and pepper","boil, saute, simmer",https://www.food.com/recipe/kenyan-greens-simmered-with-tomatoes-sukuma-wiki-455335
Kenyan Tomato Salad - Quick &amp; Simple Side,4,"3 large tomatoes, sliced | 1 onion, finely chopped | 1 garlic clove, crushed | 2 tablespoons fresh lime juice | sea salt, to taste | fresh ground pepper, to taste",,https://www.food.com/recipe/kenyan-tomato-salad-quick-simple-side-456927
Kesra - Moroccan Bread,2,"2 1/4 teaspoons active dry yeast | 1/4 cup warm water (105 - 115 F) | 2 cups warm water | 1 teaspoon sugar | 4 cups all-purpose flour | 1/3 cup cornmeal | 1 tablespoon cornmeal, for dusting | 2 teaspoons salt | 2 tablespoons unsalted butter, melted | 2 teaspoons sesame seeds","bake, knead",https://www.food.com/recipe/kesra-moroccan-bread-503813
Key Wat (Spicy Ethiopian Stewed Beef),8,"1 set 1 tbsp rawspicebar's freshly ground berbere | 2 set 1 tbsp rawspicebar's freshly ground berbere | 3 set 1 lb stewing beef, cut into 1 inch cubes | 4 set 2 tbsp canola oil, separated | 5 set 1 onions, diced | 6 set 2 garlic cloves, minced | 7 set 1 tbsp rawspicebar's freshly ground berbere | 8 set 1 cup chopped canned tomatoes | 9 set 1/2 tsp sugar | 10 set 2 cups beef stock (or 2 cups water and a beef bullion) | 11 . set salt & pepper, to season beef","boil, simmer",https://www.food.com/recipe/key-wat-spicy-ethiopian-stewed-beef-524592
Khubz Maghrebi (Moroccan Bread),6,2 (1/4 ounce) packages dry yeast | 2 1/2 cups warm water (100F to 110F) | 7 cups all-purpose flour | 2 teaspoons all-purpose flour | 2 teaspoons kosher salt | 1 tablespoon olive oil,bake,https://www.food.com/recipe/khubz-maghrebi-moroccan-bread-348387
King's Arms Tavern Cream of Peanut Soup,10,"1 medium onion, chopped | 2 stalks celery, chopped | 1/4 cup butter | 3 tablespoons all-purpose flour | 2 quarts chicken broth or 2 quarts chicken stock | 2 cups smooth peanut butter | 1 3/4 cups light cream | peanuts, chopped","blend, boil, saute",https://www.food.com/recipe/kings-arms-tavern-cream-of-peanut-soup-46837
Kittencal's Greek Couscous,4,"1 1/2 cups chicken broth (I use a garlic flavored broth for this) or 1 1/2 cups water (I use a garlic flavored broth for this) | 1 cup uncooked couscous | 1/2-1 teaspoon dried oregano | 2 plum tomatoes, chopped | 1 -2 cup diced peeled cucumber | 1/2 cup crumbled feta cheese | 1/2 cup small ripe olives, halved | 1 small red onion, finely chopped | 1 (15 ounce) can chickpeas, well drained (garbonzo beans) | 1/4 cup water | 3 tablespoons lemon juice | 2 -3 tablespoons olive oil | 1 teaspoon fresh ground black pepper (or to taste) | salt (to taste)",boil,https://www.food.com/recipe/kittencals-greek-couscous-95818
Koeksisters (South African Syrup-Soaked Fritters),20,"500 g cake flour | 2 ml salt | 20 ml baking powder | 125 g butter | 2 eggs, beaten | milk | oil (for deep frying) | 750 g sugar | 375 ml water | 2 cinnamon sticks | 4 whole cloves | 2 inches ginger, peeled","blend, boil",https://www.food.com/recipe/koeksisters-south-african-syrup-soaked-fritters-87992
Kuku Paka (Kenyan Chicken Curry),4,"3 lbs chicken, cut into pieces | 1 onion, chopped | 2 -3 hot chili peppers, minced | 2 tablespoons fresh ginger, peeled and minced | 2 tablespoons garlic, chopped | 1/4 cup oil or 1/4 cup ghee | 1 tablespoon curry powder | 2 teaspoons cumin seeds or 3/4 teaspoon ground cumin | 2 cups chopped tomatoes or 2 cups tomato sauce | 2 cups coconut milk (15-ounce can) | salt and pepper | 1/2 cup cilantro, chopped","blend, boil, grill, simmer",https://www.food.com/recipe/kuku-paka-kenyan-chicken-curry-456503
Lamb &amp; African Fruit Sosaties,6,"2 tablespoons olive oil | 1 medium yellow onion, halved and sliced into 1/2 moons | 3 tablespoons Madras curry powder | 2 tablespoons ground coriander | 1 tablespoon honey | 1 cup tamarind juice | juice of half a lemon | 2 1/2 lbs leg of lamb, sinew removed and cut into 1 1/2-inch cubes | 1 cup dried apricot | 3 fresh peaches, cut into 8 slices each | -inch rosemary sprig, plus 1/2 cup sprigs for garnish | kosher salt | ground black pepper | long grain basmati rice with pistachio pesto sauce","boil, grill, marinate, toast",https://www.food.com/recipe/lamb-african-fruit-sosaties-536667
Lamb Chops with Chermoula,2,"2 large lamb chops, big ones or 6 small lamb cutlets | 1 lemon, juice and zest of | 1 teaspoon ground cumin | 2 teaspoons sweet paprika | 4 tablespoons olive oil | 3 tablespoons parsley, chopped | salt and pepper","fry, grill",https://www.food.com/recipe/lamb-chops-with-chermoula-86352
Lamb Chops With Moroccan Spices,4,"1/2 cup chopped of fresh mint | chopped of fresh mint, to garnish (optional) | 1 tablespoon ground coriander | 2 teaspoons minced garlic | 1 teaspoon sweet paprika | 1 teaspoon ground cumin | 1 teaspoon fresh ground black pepper | 1/4 teaspoon cayenne pepper | salt, to taste | 1 lemon, juice of | 2 tablespoons olive oil | 8 lamb loin chops or 16 small lamb rib chops","grill, marinate",https://www.food.com/recipe/lamb-chops-with-moroccan-spices-340342
Lamb Merguez - (North African Red Sausage),4,"1 tablespoon coriander seed, dry toasted | 1 tablespoon cumin seed, dry toasted | 1 tablespoon anise seed, dry toasted (or fennel seed, in a pinch) | 1 tablespoon cinnamon, preferably Ceylon | 1/2-1 teaspoon cayenne, depending on the heat level of the harissa used in the sausage | 2 teaspoons turmeric | 1 lb fresh ground lamb shoulder | 2 garlic cloves, minced fine | 1 teaspoon grated fresh ginger | 1 tablespoon mixed spice | 2 tablespoons harissa | 1 tablespoon tomato paste | 1/2 teaspoon salt, to taste | ice water, as needed",grill,https://www.food.com/recipe/lamb-merguez-north-african-red-sausage-503978
Lamb Shank Tagine,3,"1/2 cup golden raisin (sultanas) | 1/2 cup dry sherry | 2 tablespoons olive oil | 6 lamb shanks | 2 large onions, peeled and finely chopped | 4 garlic cloves, peeled and crushed | 5 cm gingerroot, grated | 2 teaspoons ground coriander | 2 cups chicken stock | 1 pinch saffron | 1/2 teaspoon ground cinnamon | 1 preserved lemon, rinsed and flesh discarded, sliced (OR 1 lemon and 2 teaspoons salt) | fresh ground black pepper | 1/4 cup slivered almonds, toasted in a dry pan until golden | 1/4 cup parsley","blend, boil, simmer, toast",https://www.food.com/recipe/lamb-shank-tagine-77451
Lamb Tagine,12,"3 lbs boneless lamb shoulder, cut into 2 inch pieces | 1 cup fresh orange juice | 1/2 cup sherry wine vinegar | 4 garlic cloves, finely minced | 1/4 cup extra virgin olive oil, plus more if needed | 1 onion, chopped | 3 carrots, peeled, halved lengthwise and cut into 2 inch pieces | 1 teaspoon saffron thread | 2 teaspoons ground cumin | 2 teaspoons dried thyme | 1 1/2 teaspoons ground coriander | 1 tablespoon all-purpose flour | 1 cup canned chick-peas, rinsed and drained | 1/2 cup pitted prunes | 1/2 cup dry red wine | salt & freshly ground black pepper, to taste | 3 ripe tomatoes, seeded and cut into 1/2 inch pieces | 1/2 cup imported black olives, pitted | 1 tablespoon fresh lemon juice | of fresh mint, for garnish","blend, marinate, simmer",https://www.food.com/recipe/lamb-tagine-414773
Lamb Tagine,4,"3 tablespoons olive oil, divided | 2 lbs lamb, cut into 1 1/2-inch cubes | 2 teaspoons paprika | 1/4 teaspoon ground turmeric | 1/2 teaspoon ground cumin | 1/4 teaspoon ground cayenne pepper | 1 teaspoon ground cinnamon | 1/4 teaspoon ground cloves | 1/2 teaspoon ground cardamom | 1 teaspoon kosher salt | 1/2 teaspoon ground ginger | 1 pinch saffron | 3/4 teaspoon garlic powder | 3/4 teaspoon ground coriander | 2 medium onions, cut into 1-inch cubes | 5 carrots, peeled, cut into fourths, then sliced lengthwise into thin strips | 3 garlic cloves, minced | 1 tablespoon freshly grated ginger | 1 lemon, zested | 1 (14 1/2 ounce) can chicken broth or 1 (14 1/2 ounce) can low sodium chicken broth | 1 tablespoon sun-dried tomato paste | 1 tablespoon honey | 1 tablespoon cornstarch (optional) | 1 tablespoon water (optional)","boil, simmer",https://www.food.com/recipe/lamb-tagine-502979
"Lamb tagine with cinnamon, saffron and dried fruit",6,"1/4 cup diced seeded anaheim chili | 1 teaspoon cumin seed, toasted (see note) | 1 teaspoon coriander seed, toasted | 1 teaspoon grated peeled fresh ginger | 1/2 teaspoon salt | 1/2 teaspoon paprika | 1/4 teaspoon freshly ground black peppercorns | 2 cloves garlic, minced | cooking spray | 1 1/2 lbs boneless leg of lamb, trimmed and cubed | 3 cups chopped onions | 1/2 cup tomato puree | 2 1/2 cups water | 2 3/4 cups green bell peppers, cut into 1 inch thick strips | 2 cups cubed butternut squash | 1 cup cubed carrot | 1/4 teaspoon saffron thread | 3 inches cinnamon sticks | 2/3 cup dried apricot, cut into 1/4 inch strips | 4 1/2 cups cooked couscous | 1/4 cup minced fresh cilantro","bake, boil, simmer",https://www.food.com/recipe/lamb-tagine-with-cinnamon-saffron-and-dried-fruit-83156
Lamb Tagine With Okra and Quince,4,"2 lbs lamb, trimmed of fat, cut into 2 inch cubes | 2 tablespoons olive oil | salt and pepper | 1 teaspoon ground ginger | 1/2 teaspoon hot paprika | 3 red onions, one grated, 2 finely chopped | 18 garlic cloves, peeled and minced | 2 tablespoons cilantro, chopped | 2 tablespoons flat leaf parsley, chopped | 1 pinch saffron thread | 1 (14 1/2 ounce) can tomatoes | 1 jalapeno pepper, seeded and minced | 1 tablespoon cumin seed | 3 large quinces | 2 tablespoons butter | 2 tablespoons sugar | 1/4 teaspoon ground cinnamon | 1 1/4 lbs okra, tops pared | 1 cup couscous","boil, poach, simmer, toast",https://www.food.com/recipe/lamb-tagine-with-okra-and-quince-488783
Lamb Tagine With Walnuts and Pomegranate,6,"2 lbs lamb, cut into 1 inch cubes | 2 tablespoons flour | 2 -3 tablespoons olive oil or 2 -3 tablespoons walnut oil | 3 red onions, very thinly and vertically sliced (2 onions are used in the tagine, and 1 is used in the onion-pomegranate relish) | 1 carrot, thinly sliced | 4 stalks celery, thinly sliced | 4 garlic cloves, finely minced | 2 tablespoons fresh ginger, finely minced | 1 cinnamon stick | 2 teaspoons ground cumin | 2 teaspoons turmeric | 2 teaspoons ground allspice | 1 cup walnuts, toasted then chopped | 2 bay leaves | 2 1/2 cups pomegranate juice | 1 cup chicken broth | 2 pomegranates, juiced and seeded | 1/4 cup honey | 2 limes, juice of | 2 cups fresh cilantro, roughly chopped","boil, saute, simmer, toast",https://www.food.com/recipe/lamb-tagine-with-walnuts-and-pomegranate-489609
Lebanese Lamb Kefta (Lamb Kabobs),8,"1/2 brown onion, grated | 1/4 cup seasoned breadcrumbs | 3 garlic cloves, minced | 2 tablespoons finely chopped fresh parsley | 1 tablespoon finely chopped of fresh mint | 1/2 teaspoon salt | 1/2 teaspoon seven-spice mix (recipe follows) | 1 egg, beaten | 1 lb ground lamb","blend, grill",https://www.food.com/recipe/lebanese-lamb-kefta-lamb-kabobs-437869
Leftover Moroccan Style Lamb and Beef Spicy Cous Cous,4,"100 g roast lamb (Leftover from a lamb roast) | 200 g grams carrots (chunky chopped) | 100 g onions, sliced (1 onion) | 100 g spring onions (chunky sliced) | 300 g stewing beef | 100 g celery | 300 g plum tomatoes | 2 tablespoons of african dry rub seasonings (see recipe) | 1 beef stock cube | 200 ml water | 50 g raisins | 50 g dried apricots (chopped) | 1 cup red wine | 100 g couscous","bake, fry",https://www.food.com/recipe/leftover-moroccan-style-lamb-and-beef-spicy-cous-cous-372434
