recipe_id,ingredients_text
388,"3 pounds (1.5k) chicken wings 1-3 teaspoons (5-15ml) lemon juice (i used 1 teaspoon) 2-3 cloves garlic, minced 1 teaspoon (2-3g) white pepper 1 teaspoon (2g) nutmeg 1 teaspoon teaspoon (2g) smoked paprika 1/2 teaspoon (1g) dried thyme 1 teaspoon (2-3g) coriander 1/4 teaspoon (.5g) cayenne pepper (adjust for heat tolerance) 1/2 cup (113g) yogurt 1 teaspoon (3-4g) bouillon powder or ¾ teaspoon salt salt to taste"
389,"1-2 tablespoons (15-30ml) canola oil 1 medium onion, diced 2 teaspoons (10g) minced garlic 2 teaspoons (4g) fresh thyme 1 teaspoon (2-3g) ground allspice 1 teaspoon (2-3g) ground nutmeg 11/2 teaspoons (3g) smoked paprika 2-3 tablespoons (15-20g) curry powder 1 teaspoon (2-3g) ground cumin 1 teaspoon (2g) white pepper 2 cups (260g) cubed potatoes 11/2 cups (350ml) or more vegetable broth or chicken broth 2 15-ounce cans chickpeas, drained 1/2-1 teaspoon (1-2g) cayenne pepper (optional) 2 green onions, chopped 1/2-1 cup (120-240ml) coconut milk 1/2 tablespoon (4-5g) vegetable bouillon or chicken bouillon (optional) 1-2 tablespoons (3-8g) parsley or cilantro salt to taste"
390,"31/2 cups (420g) all-purpose flour (see notes for coconut chin chin) 3/4 cup (150g) sugar 1/2 teaspoon (2-3g) salt 1/4 teaspoon (1-2g) baking powder 1 teaspoon (2-3g) grated nutmeg 1 teaspoon (1-2g) lime zest, grated 1/4 cup (4 tablespoons or 60g) butter (or margarine) 1 large egg 3/4 cup (175-180ml) milk oil for frying"
391,"3-4 pounds (1.2-2k) pork chitterlings 1 cup (237ml) white vinegar 1 tablespoon (15g) baking soda 1 tablespoon (20g) salt 1 tablespoon (15ml) olive oil 1 large onion, diced 3-4 cloves garlic, minced 1 teaspoon (1g) fresh thyme, chopped 1 bell pepper, diced 2 stalk celery, diced 2 bay leaves 1 tablespoon (15g) creole seasoning 1/2 teaspoon (1.5g) red pepper flakes (adjust to taste) 2 tablespoons (30ml) red wine vinegar salt and freshly ground black pepper to taste"
392,"3/4 cup shredded unsweetened coconut 3 large eggs 3/4 cup coconut milk 1 tablespoon fresh lime juice and zest 1 teaspoon coconut extract (or vanilla extract) 4 ounces unsalted butter, melted 2 cups all-purpose flour 2 teaspoons baking powder 1/2 teaspoon salt 3/4 cup granulated sugar 1/4 cup sifted powdered sugar 1 teaspoon lime juice 1 teaspoon water (or more for desired consistency)"
393,1-2 pounds chicken breast 1 onion medium 1/2 cup vegetable oil 4 tomatoes 1 tbsp garlic powder/salt 1 tbsp paprika 1 tbsp dried thyme 2 bay leaves 1 tbsp chicken bouillon 1 can coconut milk/cream 1 package coconut milk/cream powder 4 cups rice salt and pepper to taste 1 pound carrots and green beans
394,1 cup (236ml) warm water 2 cups (470ml) coconut milk 1/2-3/4 cup (100-175g) sugar 1-11/2 teaspoons (10g) salt 21/4 teaspoons (1 packet) active dry yeast 41/2 cups (540g) flour 1 cup (60g) coconut flakes oil for frying
395,10 ounces (284g) unsalted butter 3/4 cup (150g) granulated sugar 5 large eggs 2 cups (240g) all-purpose flour 2 teaspoons (9-10g) baking powder 1 14-ounce can (396g) sweetened condensed milk 1 teaspoon (5ml) vanilla extract 1 tablespoon (15ml) lime juice 1 teaspoon (203g) grated nutmeg optional optional 2-3 tablespoons (12g) lime zest
396,"one pound dried beans any variety (sub 3 16 ounce canned beans) one pound corn sweet boiled corn or any kind 1-2 cups smoked turkey , fish, chicken 2 medium tomatoes diced 1 1/2 teaspoons minced garlic 1 teaspoons grated ginger 1/2 medium onion diced 1/4 cup crayfish smoked/dried shrimp optional 1/2 - 3/4 cup palm oil 1 tablespoon smoked paprika salt and pepper to season 1-2 tablespoons chicken bouillon optional"
397,3 –3 1/2 pounds cow foot 1 pound yam or plantain 1 large onion diced 1/2 cup diced celery 2-3 green onion chopped 3 thyme sprigs 1 teaspoon white pepper 1 tablespoon smoked paprika 1 tablespoon minced garlic 1/2 -1 teaspoon cayenne pepper 8-12 ounce carrot sliced 1 tablespoon chopped parsley 1 scotch bonnet pepper optional salt and pepper to taste
398,6 ounces (170g) butter 11/2 tablespoons golden syrup or honey 1 teaspoon baking soda 1/2 cup (100g) granulated sugar 1/4 cup (50g) brown sugar 1/2-1 teaspoon salt 1 cup dried shredded coconut 1/3 cup sliced almonds 11/2 cups oats 11/4 cups flour 1 teaspoon cinnamon 1 teaspoon nutmeg
399,"21/2-3 pounds (1-2kg) goat meat, cut into small pieces salt and pepper to taste (see notes) 1 medium onion, chopped (half for cooking the goat and half for the stew) water, enough to cover the meat 1/4 cup (60ml) cooking oil 1 teaspoon (4-5g) minced ginger 1 teaspoon (5g) minced garlic 4 roma tomatoes, diced 3-4 teaspoons (7-10g) curry powder 1 teaspoon (2-3g) white pepper 1 teaspoon (3g) smoked paprika 1 teaspoon (8-9g) chopped fresh thyme 2 tablespoons (4g) parsley 2 green onions, sliced 1 scotch bonnet pepper (adjust to taste or replace with any hot pepper) 1 tablespoon (10g) maggie bouillon (optional)"
400,"2-3 pounds (907-1,360g) fish steak 1 teaspoon (2g) curry powder 1/2 teaspoon (1.40g) garlic, minced 1/2 teaspoon (1.5g) ginger, minced salt and pepper to taste 4 tablespoons (60ml) canola oil 1 medium onion, chopped 4 large cloves garlic, minced 1 teaspoon (2g) grated ginger 1 teaspoon (0.80g) fresh thyme, minced 2-3 tablespoons (12.5-20g) curry powder 1-2 bay leaves 1 tomato, diced 2 green onions, chopped 1/2 -1 cup (112-240ml) coconut milk 11/2 cups (350ml) water, or broth (more or less) hot peppers (habanero, scotch bonnet, or chili peppers) optional 3-4 leaves basil 1-2 teaspoon (2g) paprika 1/2 red bell pepper, diced (green or yellow bell peppers work too) 1-2 tablespoon (4-8g) parsley salt and pepper to taste"
401,"3-31/2 pounds (1.3-1.6kg) chicken, cut in pieces (or chicken thighs) 3 tablespoons (42g) spiced butter, or more (sub with cooking oil) 2-3 medium onions, sliced 1/4 cup (60ml) canola oil 2 tablespoons (2g) berbere spice 1 tablespoon (9g) garlic, minced 1/2 tablespoon (4.5g) ginger, minced 2-3 cups (473-709ml) water 1 tablespoon (14g) tomato paste 1/2 tablespoon (.5g) paprika 1 tablespoon (2g) dried basil, optional 4-6 large eggs, soft boiled and shells removed 1-2 lemons, freshly squeezed (adjust to taste) salt and pepper to taste"
402,3 cups (360g) all-purpose flour 1 teaspoon (4g) sugar 11/2 teaspoons (7-8g) salt 3 tablespoons (42g) ghee (clarified butter or oil) 11/4 cup (295ml) warm water
403,2 cups (240g) all-purpose flour (plus more as needed) 21/2 teaspoons (12g) baking powder 1/2 teaspoon (2-3g) salt 1/4-1/3 cup (50-60g) sugar 1/2 teaspoon (1g) ground cardamom (grind cardamom pods in a spice or coffee grinder for the best flavor) 1/2 teaspoon (1g) freshly grated nutmeg or ground cinnamon 2-3 tablespoons (10-15g) grated coconut or coconut flakes 1 large egg 3 tablespoons (42g) melted butter 1/2 cup (120ml) evaporated milk or coconut milk warm water as needed vegetable oil for deep-frying powdered sugar or cinnamon sugar to sprinkle (optional) caramel sauce (optional)
404,"1 cup dried fish 1/2 pound beef boiled (cut in bite size) , reserve about 1 ½ cup broth 2 cups ground egusi 1/3 ground cray fish 1 small scotch bonnet pepper minced or 1 teaspoon dried pepper 1-2 bouillon cube or maggie salt as needed"
406,"2-3 pounds (950-1,300g) chicken, cut into pieces (see notes) 1 tablespoon (6-7g) smoked paprika (optional) 1/2 large onion (the other half is for the soup) salt and pepper to taste 1/2 cup (120ml) oil (you can use as little as a tablespoon of oil) 1/2 large onion 2 tomatoes 3 cloves garlic (1 tablespoon minced garlic) 1/2 cup (15g) crayfish 2 cups (240-260g) ground egusi (see notes) 2 cups (60g) spinach (i used a 10-ounce package of frozen spinach) 1 cup (245g) shredded smoked fish (optional)"
407,"4 pounds cocoyam 4-5 bunch leafy greens cocoyam leaves, collard greens, spinach, romaine lettuce 1/2 pound boiled meat beef 1-2 cups dried fish 1/2 cup ground crayfish 1/2 medium onion chopped 1 1/2 -2 cups palm oil /red oil 1 tablespoon bouillon granules / maggie 1 tablespoon ground country onions optional 1 teaspoon white pepper 1 scotch bonnet pepper or any hot pepper optional 1 teapoons bitter leaf optional salt and pepper to taste"
408,"2 pounds (900g) meat (beef, tripe, cow skin, smoked turkey) salt to taste (½-1 teaspoon per pound of meat) 2 tablespoons (15-16g) maggi or bouillon powder 1/4 onion, chopped 11/2 pounds (750g) dried fish (or smoked turkey) 5-6 cups (125-180g) dried chopped ukazi, afang, or eru 2-3 cups (475-700ml) water 2 pounds (900g) frozen spinach, thawed 1/2 cup (25g) ground crayfish 1 cup (240ml) palm oil (please see notes) salt and pepper to taste 1 scotch bonnet pepper (optional)"
409,"1/2 cup (120ml) olive oil or canola oil 1 medium onion, chopped 2 cups (110-150g) sliced carrots (about 4 medium carrots) 1 pound (450g) potatoes, cut into chunks 1 large tomato, diced 2-3 teaspoons (10-15g) minced garlic 1 teaspoon (2g) cumin 11/2 teaspoons (3g) smoked paprika 1 teaspoon (2g) curry powder or turmeric 1/2 teaspoon (1g) cayenne pepper (more or less to taste) salt and pepper to taste 8 cups (600g) chopped cabbage (about ½ cabbage head) 1 bell pepper, chopped"
410,10 ounce collard greens/kale chopped 3 or more tablespoons niter ethiopian spiced butter or cooking oil 1 1/2 teaspoon minced ginger 2 teaspoon minced garlic 1 large white onion chopped 1 teaspoon smoke paprika 1/2 teaspoon cardamom spice 1 teaspoon coriander/cumin 1-2 fresh chili pepper or ½ teaspoon cayenne pepper or more 1 fresh lemon
411,"1-2 tablespoons (14-28g) spiced butter (or coconut oil) 1/4 cup (60ml) cooking oil 1 large onion, diced 11/2 tablespoons (14g) berbere spice 2 teaspoons (6g) garlic, minced 1/2 tablespoon (1g) fresh ginger, minced 1 teaspoon (2g) coriander or cumin 1-2 teaspoons (2-4g) smoked paprika 1 cup (200g) lentils, soaked for 2 hours 1 tablespoon (14g) tomato paste 2 cups (475ml) broth (beef, vegetable, chicken, or water) 2 tablespoons (8g) parsley, chopped (or cilantro) salt and pepper to taste"
412,"1 pound (450g) unsalted butter 1 small onion, chopped 3 tablespoons (45g) minced garlic 1 teaspoon (2g) cardamom (see notes) 1 teaspoon (4g) fenugreek seeds 1 teaspoon (3g) ground cumin 1-2 tablespoons (15-30g) minced ginger 1/4 teaspoon (1g) grated nutmeg 1 teaspoon (2g) dried oregano 1/2 teaspoon (1-2g) ground turmeric 5-6 basil leaves"
413,"2 large potatoes, peeled and chopped 8 ounces green beans, thawed and defrost 1 cup carrots, thawed and defrost 1/4 cup or more canola oil 1/2 medium onion, sliced 2 teaspoons minced or granulated garlic 1/2 jalapenos pepper, deseeded and diced 1 teaspoon grated ginger 1 teaspoon ground coriander spice 1 teaspoon smoked paprika 1/2 teaspoon curry powder or turmeric spice 1/2 teaspoon white or black pepper 1/2 teaspoon chili pepper optional 1 8-ounce canned diced tomatoes 1 teaspoon salt, plus more adjust to suit taste buds"
414,"2-3 fish about one pound or less fillet or whole small fish 1 large onion sliced 2-3 tomatoes sliced 2-3 teaspoon minced garlic 1 teaspoon ginger salt and pepper to taste 1 lemon herbs parsley, basil, thyme 1-2 teaspoon or more green seasoning optional chicken bouillon or maggie to taste optional"
415,"1 tablespoon (15ml) cooking oil 3-4 cloves garlic, minced 1 tablespoon (15g) grated fresh ginger 1 bay leaf 1 tablespoon (8-9g) smoked paprika 1 or more hot peppers, chopped or whole (scotch bonnet, habanero, serrano, etc.) 1/2 medium onion, diced 2 tablespoons (15-20g) or more diced celery 1 teaspoon (7-8g) white pepper 1-2 green onions, chopped (whites and green parts) 1-2 teaspoons (3-8g) bouillon powder ethnic spices (optional; see note) 2-21/2 pounds (900-1,200g) white firm-fleshed fish, cut into the desired size pieces 3-4 leaves basil, chopped salt to taste"
416,"11/2 pounds (680g) russet potatoes, peeled and cubed 1 teaspoon (7g) salt to season boiled potatoes 1-2 tablespoons (15-30ml) whole milk 4 tablespoons (56g) unsalted butter 1/3 cup (77g) sour cream salt and pepper to taste 2 cups (500ml) milk 11/2 pounds (680g) white fish cut into large cubes 1 tablespoon garlic minced 1 bay leaf 3 cloves (optional) 2 leeks, washed and chopped (or replace with green onions) 4 tablespoons melted butter, divided in half 1 tablespoon olive oil 3 tablespoons flour 1 cup grated cheddar cheese 2 ounces frozen peas 50 grams (2oz.) frozen corn 1 teaspoon bouillon powder salt and pepper to taste"
417,"21/4 teaspoons (1 packet) yeast 3/4 cup (175ml) warm water 21/2 cups (300g) all-purpose flour 1-2 cloves garlic, minced 1 teaspoon (1g) fresh thyme, minced 2 teaspoons (2-3g) sugar 1 teaspoon (5g) salt 1/4 cup (56g) ghee 1/4 cup (60g) plain yogurt"
418,3 medium bananas (or 2 large) ripe but firm 2 tablespoons sugar 1 teaspoon ground cinnamon ⅙ teaspoon ground nutmeg (optional) 2 tablespoons butter or coconut oil 1 tablespoon rum (optional) toasted coconut flakes (optional)
419,2-3 rip plantains vegetable oil as needed salt to taste
420,1 medium cassava tuber 2 fingers green plantain water (enough to just cover the cassava and plantain) 1 teaspoon salt (optional)
421,"2 pounds beef, cut into cubes (any cut will work) 1 ½-inch knob ginger 1 medium onion 3 cloves garlic 1 scotch bonnet (optional) 4 cups (950ml) water 1 tablespoon (10g) bouillon powder 1 teaspoon (6g) salt 1 teaspoon (2-3g) white or black pepper 2 bay leaves 1 large onion 6-8 large tomatoes 5 cloves garlic 1 1-inch knob ginger 3 red bell peppers 2 red habanero peppers (optional) 1/2 cup (120ml) cooking oil 1 medium onion, finely chopped 1 tablespoon (2-3g) fresh thyme, chopped 1/2 cup (240g) tomato paste 1/2 teaspoon (2-3g) paprika 1/4 teaspoon (.5g) ground anise seeds 1/4 teaspoon (.5-1g) ground nutmeg 1/4 teaspoon (.5-1g) curry powder 1/4 teaspoon (.5g) ground cloves 1/2 teaspoon (1.5g) black pepper 1 tablespoon (2g) mixed dried herbs 1 teaspoon (6g) salt 1 tablespoon (10g) bouillon powder 3 cups (588g) long-grain rice (thai jasmine or basmati) 2 cups (475ml) beef broth (reserved from cooking the beef) 1 cups (235ml) water"
422,"2 tablespoons (30ml) canola oil 1/2 medium onion, diced 1 cloves garlic, minced 2 large tomatoes, diced 2 green onions, chopped 1/4 teaspoon (1g) curry powder 1/2 teaspoon (1g) white pepper 2 teaspoons (4-5g) paprika 2 cups (285g) cooked corn 4 cups (684g) cooked beans (homemade or two 15-ounce cans, drained) 1-11/2 cups (236-355ml) water or low-sodium broth salt and pepper to taste chopped cilantro for garnish"
423,3 pound goat meat cut in pieces 1 chopped medium onion 4-5- garlic clove 2 tablespoon chopped ginger 1 tablespoon paprika 1 bay leaf 1- tablespoon maggi or bouillon granules 2 green onion chopped whites and green parts 1/4 cup basil 1/4 cup parsley 0-3 scotch bonnet or habanera pepper salt and white pepper to taste optional 1-2 tablespoon njansa 1 calabash pepper peeled 2 negro pepper 1/2 teaspoon grains of paradise 3-4 green plantains peeled and cut into 2-3 pieces
424,"1 cup green onions, chopped 2 cups parsley, chopped 1 cup celery leaves, chopped 1 cup fresh thyme 2 cups sweet basil, chopped 3 tablespoons rosemary 1 cup onion, chopped 1 teaspoon ginger, grated 1/2 cup garlic, chopped 1/2 tablespoon salt 1/2 tablespoon maggie powder, optional water or vegetable oil as needed"
425,"2 cups diced grill pineapple, about ½ pineapple 1/4 cup diced red onion 1 green onion, diced 1 15-ounce can black beans, drained 1 roma tomatoes, diced 1 clove garlic, minced 1 tablespoon chopped cilantro leaves 1/4 cup diced red bell pepper 1/2 jalapenos seeded and minced, optional 1- 3 tablespoons honey juice of lime salt and pepper to taste pinch of ground cumin, optional"
426,"white fish (sea bass red snapper, or tilapia 1-2 lemons salt and freshly ground black pepper 2 teaspoon whole white pepper 2 teaspoon whole black pepper 1-2 african nutmeg ehuru 7-10 garlic cloves 2 teaspoons anise seeds 1/2 inch ginger 1 teaspoon paprika 2 tablespoon chicken bouillon powder or cubes 1 piece 1/2 inch fresh ginger, peeled and thinly sliced 1/2 cup coarsely chopped basil parsley 1/4 cup onions or ¼ medium onion"
427,"1-11/2 pounds (450-700g) whole okra 1 teaspoon (3g) smoked paprika 1 teaspoon (5g) garlic powder 1 teaspoon (4g) onion powder 1/2 teaspoon (1g) thyme 2 tablespoons (30ml) extra virgin olive oil salt and pepper to taste (about ½ teaspoon of salt per pound of okra) 1 cup (224g) mayonnaise 11/2 teaspoons (15g) minced garlic 1/2 lemon, juiced 3 tablespoons (50g) mustard 1 teaspoon (5g) hot sauce (adjust to taste) 2 tablespoons (30g) sweet pickle relish 1 green onion, finely chopped 2 teaspoons (10ml) worcestershire sauce salt and pepper to taste"
428,2 ripe plantains 2 tablespoons (28g) melted coconut oil 2 tablespoons (42g) honey (more if desired) 1/4 cup (68g) peanut butter or almond butter
429,"2 cups peanuts, shelled 2/3 cup water 2/3 cup granulated sugar 1/3 cup brown sugar (or granulated sugar) 2 teaspoons ground cinnamon 1/2 teaspoons nutmeg, freshly grated 1/2 teaspoon vanilla extract (or 1 vanilla bean) 1/4 teaspoon cayenne pepper"
430,"3 cups (375g) peanuts, shelled with the skin 1-2 pounds (450-900g) stew beef (cut into cubes) 2 teaspoons (10-12g) salt (divided) 2 teaspoons (5g) white pepper (divided) 2 teaspoons (4g) paprika 2 teaspoons (5g) bouillon powder (divided) 2-3 tablespoons (30-45ml) oil 3 medium tomatoes, chopped 1 medium onion, chopped (divided) 4 cloves garlic 1 ½-inch knob (15g) ginger 3 tablespoons (10-12g) parsley, chopped"
431,10 corn on the cob water for soaking water for simmering sugar or milk to taste
432,"1 pound (450g) black-eyed peas 4 -5 thick slices bacon, chopped 2 cups chopped smoked turkey or smoked ham hock 1 large onion, diced (about 1½ cups ) 1 stalk celery, diced (about ½ cup) 1 tablespoon minced garlic 2 teaspoons (2g) fresh thyme, minced 1-2 bay leaves 6-7 cups (1.5-1.7l) chicken broth or water 2 teaspoons (8g) creole seasoning salt and pepper to taste 4 cups (200g) cooked rice for serving 1 green onions for garnishing"
433,1 cup (120g) corn flour or a fine cornmeal (not cornstarch) 1/2 cup (70g) sorghum or whole wheat flour 1 tablespoon (12g) sugar 1 tablespoon (9g) dry yeast 11/4 cups (295g) warm water 4 cups (480g) all-purpose flour 2 tablespoons (24g) baking powder 2 teaspoons (12g) salt 1/4 cup (50g) sugar (optional) 4 cups (944g) warm water
434,2-3 pound (900 g – 1.3 kls) sweet potatoes sub with regular potatoes(see notes) 2-3 tablespoons (28.4 g – 42.6 g) butter or canola oil 1 teaspoon (5 g) minced garlic 1/4 cup (40 g) diced onions 1/2 or more cup (87.5 g) blanched corn 1/2 or more cup (87.5 g) blanched peas 1/2 teaspoon (1.05 g) paprika 1 tablespoon (3.8 g) parsley 1/2 teaspoon (6.5 g) hot sauce chili or cayenne pepper optional salt to taste
